,receita,exercicio,tipo_documento,valor_total,numero_debito
744,TLF - SEFAZ,1978,CPF,32528.0,3
745,TLF - SEFAZ,1979,CNPJ,33329.95,6
746,TLF - SEFAZ,1979,CPF,6336.02,1
747,TLF - SEFAZ,1980,CNPJ,73759.58,7
748,TLF - SEFAZ,1981,CNPJ,367505.87,11
749,TLF - SEFAZ,1981,CPF,40160.979999999996,2
750,TLF - SEFAZ,1982,CNPJ,63884.11,4
751,TLF - SEFAZ,1983,CNPJ,11932.26,3
752,TLF - SEFAZ,1984,CNPJ,3341.88,1
753,TLF - SEFAZ,1985,CNPJ,122159.53,4
754,TLF - SEFAZ,1986,CNPJ,48365.27,5
755,TLF - SEFAZ,1986,CPF,20243.37,1
756,TLF - SEFAZ,1987,CNPJ,688950.08,16
757,TLF - SEFAZ,1987,CPF,300114.37,13
758,TLF - SEFAZ,1988,CNPJ,284992.94,12
759,TLF - SEFAZ,1988,CPF,6167.93,1
760,TLF - SEFAZ,1989,CNPJ,325096.11,11
761,TLF - SEFAZ,1989,CPF,10016.31,1
762,TLF - SEFAZ,1990,CNPJ,1080199.1099999999,15
763,TLF - SEFAZ,1990,CPF,5069.86,1
764,TLF - SEFAZ,1991,CNPJ,1589010.9100000001,19
765,TLF - SEFAZ,1991,CPF,41244.41,4
766,TLF - SEFAZ,1992,CNPJ,4333062.46,27
767,TLF - SEFAZ,1992,CPF,46295.66,1
768,TLF - SEFAZ,1993,CNPJ,2930464.94,56
769,TLF - SEFAZ,1994,CNPJ,2806097.91,41
770,TLF - SEFAZ,1994,CPF,5577.41,1
771,TLF - SEFAZ,1995,CNPJ,1948867.47,75
772,TLF - SEFAZ,1995,CPF,74670.12,1
773,TLF - SEFAZ,1996,CNPJ,4294467.2700000005,68
774,TLF - SEFAZ,1996,CPF,3082.12,1
775,TLF - SEFAZ,1997,CNPJ,7543930.470000001,60
776,TLF - SEFAZ,1997,CPF,160541.93000000002,3
777,TLF - SEFAZ,1998,CNPJ,281519.7,21
778,TLF - SEFAZ,1999,CNPJ,261500.74000000002,13
779,TLF - SEFAZ,2000,CNPJ,41859.5,5
780,TLF - SEFAZ,2001,CNPJ,41067.5,5
781,TLF - SEFAZ,2002,CNPJ,11763.48,3
782,TLP - SEFAZ,2011,CPF,1577.58,1
783,TLP-SEDUR,2020,CNPJ,3290559.48,2
784,TRCF - ARSAL,2017,CNPJ,4998415.73,4
785,TRCF - ARSAL,2018,CNPJ,4178211.01,6
786,TRCF - ARSAL,2019,CNPJ,2001125.8900000001,3
787,TRCF - ARSAL,2021,CNPJ,806781.95,1
788,TRSD - SEFAZ,2007,CNPJ,1445.12,1
789,TRSD - SEFAZ,2008,CNPJ,311523.11,2
790,TRSD - SEFAZ,2008,CPF,48549.6,3
791,TRSD - SEFAZ,2009,CNPJ,195845.65,4
792,TRSD - SEFAZ,2009,CPF,67935.99,7
793,TRSD - SEFAZ,2010,CNPJ,22567.719999999998,2
794,TRSD - SEFAZ,2010,CPF,578621.55,25
795,TRSD - SEFAZ,2011,CNPJ,113068.26000000001,7
796,TRSD - SEFAZ,2011,CPF,158253.17,9
797,TRSD - SEFAZ,2012,CNPJ,10449.93,5
798,TRSD - SEFAZ,2012,CPF,50352.21000000001,3
799,TRSD - SEFAZ,2013,CPF,64303.810000000005,2
800,TRSD - SEFAZ,2021,CNPJ,33878.33,1
801,TRSD - SEFAZ,2021,CPF,6373.87,1
802,TRSD - SEFAZ,2022,CNPJ,224059.98,2
803,TRSD - SEFAZ,2022,CPF,518253.23,14
804,TRSD - SEFAZ,2023,CNPJ,1291431.55,5
805,TRSD - SEFAZ,2023,CPF,282634.34,10
806,TRSD - SEFAZ,2024,CNPJ,508040.70999999996,3
807,TRSD - SEFAZ,2024,CPF,454626.97000000003,5
