,CEP,latitude,longitude,valor_total,contagem,bairro_dominante
6232,41341610,-12.8851435,-38.4102922,1348.04,3,CAJAZEIRAS
6233,40360590,-12.9777334,-38.501648,398.87,1,FAZ GRANDE DO RETIRO
6234,41270420,-12.9777334,-38.501648,1123.14,1,CAMPINAS DE PIRAJA
6235,40110020,-12.9777334,-38.501648,3315.45,5,CANELA
6236,41500740,-12.9777334,-38.501648,4832.31,1,S CRISTOVAO
6237,41180705,-12.9565295,-38.450683,1927.19,4,SABOEIRO
6238,41210200,-12.9777334,-38.501648,1759.25,5,TANCREDO NEVES
6239,41386660,-12.9777334,-38.501648,220.86,3,SETE DE ABRIL
6240,40470770,-12.9777334,-38.501648,950.26,2,LOBATO
6241,41210865,-12.9456239,-38.4483786,1874.27,3,TANCREDO NEVES
6242,40484004,-12.9777334,-38.501648,1317.4900000000002,2,AT DO CABRITO
6243,41311568,-12.8814966,-38.4267904,819.4300000000001,2,AGUAS CLARAS
6244,40296730,-12.9777334,-38.501648,13610.68,4,CANDEAL
6245,41330145,-12.9039283,-38.4114081,4771.67,2,CAJAZEIRAS
6246,40320485,-12.959583,-38.4897558,2578.39,5,CAIXA D AGUA
6247,41260000,-12.9777334,-38.501648,1173.38,2,CANABRAVA
6248,40411460,-12.9777334,-38.501648,145.77,1,CALCADA
6249,41650286,-12.9423121,-38.3833729,545.89,1,PIATA
6250,40100290,-12.9777334,-38.501648,308.96999999999997,2,GARCIA
6251,41320872,-12.9777334,-38.501648,99.16,1,CASTELO BRANCO
6252,40254160,-12.9777334,-38.501648,13389.55,15,COSME DE FARIAS
6253,40415335,-12.9256719,-38.5051509,469.94,1,BONFIM
6254,40370380,-12.9777334,-38.501648,1331.2,6,LIBERDADE
6255,40352152,-12.9383576,-38.479603,62.69,1,FAZ GRANDE DO RETIRO
6256,41190240,-12.9777334,-38.501648,1952.87,1,S GONCALO
6257,41180450,-12.9777334,-38.501648,4400.67,7,SABOEIRO
6258,40470180,-12.9777334,-38.501648,8311.9,1,LOBATO
6259,40140850,-12.9777334,-38.501648,170.99,1,BARRA
6260,40313190,-12.9777334,-38.501648,876.2800000000001,2,CIDADE NOVA
6261,40302018,-12.9678505,-38.4966551,302.77,2,MACAUBAS
6262,41215400,-12.9777334,-38.501648,4276.13,8,SUSSUARANA
6263,40450330,-12.9777334,-38.501648,5097.66,4,URUGUAI
6264,40210650,-12.9777334,-38.501648,6580.589999999999,4,FEDERACAO
6265,40717230,-12.9777334,-38.501648,9996.380000000001,4,PLATAFORMA
6266,41770770,-12.9777334,-38.501648,2430.0,5,STIEP
6267,41307405,-12.9174024,-38.4043812,123.49,2,NOVA BRASILIA DE VALERIA
6268,41231027,-12.9777334,-38.501648,623672.99,2,JD STO INACIO
6269,40715515,-12.884781,-38.4692725,648.35,4,RIO SENA
6270,41610290,-12.9436057,-38.3704836,2409.44,3,ITAPUA
6271,40711098,-12.8857766,-38.4727982,7160.299999999999,2,AT DA TEREZINHA
6272,41297310,-12.9023862,-38.4676683,1728.4099999999999,12,PIRAJA
6273,40410490,-12.9327596,-38.4996912,694.32,2,CALCADA
6274,41342762,-12.9085888,-38.4106234,59.73,1,JAGUARIPE I
6275,40335565,-12.9553641,-38.4875189,570.18,1,PERO VAZ
6276,41490256,-12.9777334,-38.501648,268.5,1,MUSSURUNGA I
6277,41500128,-12.9199853,-38.3488956,275.87,2,S CRISTOVAO
6278,41300200,-12.9777334,-38.501648,274.32,1,VALERIA
6279,41830909,-12.9777334,-38.501648,251483.47,4,PITUBA
6280,41515212,-12.9777334,-38.501648,4224.21,2,BAIRRO DA PAZ
6281,41235665,-12.9777334,-38.501648,459.24,1,PAU DA LIMA
6282,41385860,-12.9777334,-38.501648,602.03,3,SETE DE ABRIL
6283,40470600,-12.9777334,-38.501648,1846.5800000000002,4,LOBATO
6284,41603030,-12.9777334,-38.501648,24800.59,3,PR DO FLAMENGO
6285,40450720,-12.9777334,-38.501648,125.82,2,URUGUAI
6286,40150180,-12.9777334,-38.501648,1653.49,3,GRACA
6287,41500386,-12.9183409,-38.3513934,591.85,2,S CRISTOVAO
6288,40435620,-12.9777334,-38.501648,10623.720000000001,4,MASSARANDUBA
6289,41950320,-12.9777334,-38.501648,3347.79,6,RIO VERMELHO
6290,40260800,-12.9777334,-38.501648,372.23,1,LUIS ANSELMO
6291,40365760,-12.9777334,-38.501648,573.5,2,CURUZU
6292,41253050,-12.9777334,-38.501648,3701.9100000000003,8,S MARCOS
6293,40353190,-12.9777334,-38.501648,6117.71,5,FAZ GRANDE DO RETIRO
6294,41219760,-12.9777334,-38.501648,62.13,1,MATA ESCURA
6295,40301510,-12.9647281,-38.5028946,5077.48,6,STO ANTONIO
6296,40020350,-12.9777334,-38.501648,52.79,1,CENTRO
6297,40711104,-12.9777334,-38.501648,1385.85,1,AT DA TEREZINHA
6298,41100655,-12.9754089,-38.4653733,28345.93,4,PERNAMBUES
6299,41250050,-12.9777334,-38.501648,26226.28,8,S MARCOS
6300,40740140,-12.9777334,-38.501648,1883.4,6,PERIPERI
6301,41100192,-12.9721745,-38.4549252,2573.7,3,PERNAMBUES
6302,41510540,-12.9777334,-38.501648,570.55,7,S CRISTOVAO
6303,41100207,-12.970676,-38.4532818,787.0500000000001,2,PERNAMBUES
6304,40260390,-12.9777334,-38.501648,145.19,2,LUIS ANSELMO
6305,41680045,-12.9599957,-38.3995536,253.43,1,PATAMARES
6306,40715523,-12.8805499,-38.4657706,202.1,2,RIO SENA
6307,41339020,-12.9777334,-38.501648,2985.1899999999996,5,FAZ GRANDE I
6308,40470735,-12.9259212,-38.48730380000001,906.2700000000001,2,LOBATO
6309,40040240,-12.9777334,-38.501648,2275.51,3,NAZARE
6310,40730536,-12.8482298,-38.4623312,486.74,2,FAZ COUTOS
6311,40393100,-12.9288146,-38.4838424,298.37,1,CAPELINHA
6312,40255155,-12.9767728,-38.4913161,1337.14,1,MATATU
6313,41915450,-12.9777334,-38.501648,89.94,1,STA CRUZ
6314,40393800,-12.9777334,-38.501648,77.87,1,CAPELINHA
6315,41185420,-12.9777334,-38.501648,1299.3,5,S GONCALO
6316,41204050,-12.9777334,-38.501648,219.98,3,ARRAIAL DO RETIRO
6317,41927455,-13.0031169,-38.478089,2454.06,2,STA CRUZ
6318,40045170,-12.9777334,-38.501648,32365.17,9,SAUDE
6319,40415790,-12.9777334,-38.501648,1400.86,2,BONFIM
6320,40352292,-12.9354211,-38.4834572,256.59,1,FAZ GRANDE DO RETIRO
6321,40040610,-12.9733807,-38.5059844,184.19,2,SAUDE
6322,41705430,-12.9777334,-38.501648,734.8000000000001,2,BOCA DO RIO
6323,41207725,-12.9510293,-38.4499948,6984.79,2,TANCREDO NEVES
6324,40440533,-12.9777334,-38.501648,90.1,1,CAM DE AREIA
6325,41120510,-12.9692821,-38.4578832,2825.35,8,PERNAMBUES
6326,41810315,-12.9904269,-38.45222589999999,11510.439999999999,8,PITUBA
6327,40470865,-12.9272938,-38.48704559999999,3867.05,6,LOBATO
6328,41603480,-12.9777334,-38.501648,10283.09,3,PR DO FLAMENGO
6329,40313635,-12.9675153,-38.4851566,556.25,3,CIDADE NOVA
6330,40320740,-12.9777334,-38.501648,66.42,1,CAIXA D AGUA
6331,40717582,-12.8953856,-38.47875,823.56,3,PLATAFORMA
6332,40436290,-12.9777334,-38.501648,2544.16,5,MASSARANDUBA
6333,41330790,-12.9023703,-38.4158844,25540.61,4,CAJAZEIRAS
6334,41385715,-12.9106375,-38.4251763,331.09000000000003,2,SETE DE ABRIL
6335,41810210,-12.9894332,-38.4565685,226.91000000000003,2,PITUBA
6336,41900400,-12.9777334,-38.501648,6232.65,3,AMARALINA
6337,40221125,-13.0047737,-38.4924632,605.14,1,ENGENHO VELHO DA FEDERACAO
6338,41925150,-12.9777334,-38.501648,2917.29,5,STA CRUZ
6339,40253300,-12.9777334,-38.501648,27839.760000000002,4,COSME DE FARIAS
6340,40301155,-12.9615853,-38.4985179,179.89,1,BARBALHO
6341,41820320,-12.9777334,-38.501648,1411.01,3,CAM DAS ARVORES
6342,40286440,-12.9777334,-38.501648,4849.51,3,BROTAS
6343,41510303,-12.9069568,-38.3799095,2208.96,3,S CRISTOVAO
6344,41100124,-12.9777334,-38.501648,837.29,1,PERNAMBUES
6345,41338510,-12.9017227,-38.4168026,297.15,1,CAJAZEIRAS
6346,40484475,-12.9068698,-38.4712261,1783.25,2,AT DO CABRITO
6347,40355645,-12.9414528,-38.4812141,1985.3400000000001,3,FAZ GRANDE DO RETIRO
6348,40270520,-12.9777334,-38.501648,1100.63,4,VL LAURA
6349,41905460,-12.9777334,-38.501648,9087.76,8,NORDESTE
6350,41810050,-12.9777334,-38.501648,12933.79,5,PITUBA
6351,40265090,-12.9725788,-38.4796765,25280.52,5,STA TERESA
6352,40750198,-12.8547789,-38.473575,517.51,1,COUTOS
6353,41315088,-12.900028,-38.4424343,2137.81,1,D AVELAR
6354,40450650,-12.9777334,-38.501648,2055.63,7,URUGUAI
6355,40750110,-12.8569389,-38.4583302,4297.36,6,COUTOS
6356,40720180,-12.9777334,-38.501648,603.53,1,PERIPERI
6357,40320280,-12.9777334,-38.501648,2028.98,3,CAIXA D AGUA
6358,41321490,-12.9777334,-38.501648,5889.86,3,CASTELO BRANCO
6359,41295290,-12.8980157,-38.4630488,2025.1899999999998,5,PIRAJA
6360,40353507,-12.9450067,-38.4795714,11712.38,4,FAZ GRANDE DO RETIRO
6361,40265035,-12.9777334,-38.501648,7240.52,7,STA TERESA
6362,40325450,-12.9777334,-38.501648,286.32,1,LIBERDADE
6363,40720510,-12.8703791,-38.471357,2428.12,5,PERIPERI
6364,41810395,-12.9991528,-38.4601016,5224.13,3,PITUBA
6365,40365645,-12.944167,-38.4865669,1309.05,3,CURUZU
6366,40221350,-12.9777334,-38.501648,69.95,1,ENGENHO VELHO DA FEDERACAO
6367,41483030,-12.9777334,-38.501648,50.45,1,ALPHAVILLE II
6368,40470028,-12.9265764,-38.4864707,2879.62,10,LOBATO
6369,40220025,-13.0004435,-38.4951523,930.9599999999999,3,ENGENHO VELHO DA FEDERACAO
6370,40365445,-12.9465959,-38.4851768,496.14,1,CURUZU
6371,40240715,-12.9874156,-38.5013623,150.7,2,ENGENHO VELHO DE BROTAS
6372,41650146,-12.9491897,-38.3755076,533.66,2,PIATA
6373,41339344,-12.9777334,-38.501648,54.33,1,FAZ GRANDE I
6374,40735740,-12.9777334,-38.501648,3834.25,2,PERIPERI
6375,40350410,-12.9492955,-38.4753973,1050.0,3,FAZ GRANDE DO RETIRO
6376,41217120,-12.9777334,-38.501648,59.8,1,SUSSUARANA
6377,40386070,-12.9777334,-38.501648,911.7700000000001,2,BOA VISTA DE SAO CAETANO
6378,40015590,-12.9777334,-38.501648,3478.86,3,COMERCIO
6379,40349140,-12.9777334,-38.501648,52.85,1,AT DO PERU
6380,40241705,-12.9863212,-38.5071889,1188.1,2,ENGENHO VELHO DE BROTAS
6381,41336655,-12.8947029,-38.4306808,239.18,1,CAJAZEIRAS VI
6382,40320060,-12.9777334,-38.501648,3076.3999999999996,3,CAIXA D AGUA
6383,40020246,-12.9749857,-38.5108794,2333.02,3,CENTRO
6384,40300546,-12.9644704,-38.4943602,2745.09,6,MACAUBAS
6385,41815902,-12.9777334,-38.501648,3277.37,4,ITAIGARA
6386,41385510,-12.91128,-38.4265493,100273.21,3,SETE DE ABRIL
6387,41235250,-12.9777334,-38.501648,2140.1,2,PAU DA LIMA
6388,40487260,-12.9777334,-38.501648,7460.2300000000005,4,BOA VISTA DO LOBATO
6389,41500250,-12.9777334,-38.501648,1575.03,2,S CRISTOVAO
6390,41706620,-12.9777334,-38.501648,1006.21,1,BOCA DO RIO
6391,41340520,-12.9777334,-38.501648,47.41,1,CAJAZEIRAS
6392,40735040,-12.9777334,-38.501648,1112.36,3,PERIPERI
6393,40243820,-12.9777334,-38.501648,239.16,2,ENGENHO VELHO DE BROTAS
6394,40357290,-12.9390186,-38.4815427,2107.08,2,FAZ GRANDE DO RETIRO
6395,40327375,-12.9549971,-38.4986203,7910.0199999999995,2,LIBERDADE
6396,40393440,-12.9777334,-38.501648,1332.15,4,CAPELINHA
6397,40717298,-12.8896664,-38.481071,678.53,1,PLATAFORMA
6398,40484038,-12.9123027,-38.4764489,5456.98,7,AT DO CABRITO
6399,41322035,-12.9065121,-38.42742459999999,369.83,1,CASTELO BRANCO
6400,40390795,-12.936929,-38.4776688,1389.26,5,S CAETANO
6401,40713310,-12.8862987,-38.4789143,340.97,2,ITACARANHA
6402,41213406,-12.9370018,-38.4348728,907.6600000000001,3,SUSSUARANA
6403,41385270,-12.9777334,-38.501648,808.05,1,SETE DE ABRIL
6404,40220660,-12.9777334,-38.501648,98.95,1,ENGENHO VELHO DA FEDERACAO
6405,41247110,-12.915592,-38.44400270000001,798.95,1,PAU DA LIMA
6406,41339512,-12.9777334,-38.501648,706.58,1,CAJAZEIRAS
6407,40353510,-12.944718,-38.4726714,5043.76,14,FAZ GRANDE DO RETIRO
6408,40220890,-12.9777334,-38.501648,373.86,4,ENGENHO VELHO DA FEDERACAO
6409,40720302,-12.8700188,-38.4658164,1583.6799999999998,3,PERIPERI
6410,40310215,-12.9632198,-38.4829645,30.68,1,PAU MIUDO
6411,41275184,-12.9777334,-38.501648,12699.07,3,CAMPINAS DE PIRAJA
6412,40270530,-12.9777334,-38.501648,1437.99,3,VL LAURA
6413,41110005,-12.9670554,-38.4628874,830.02,2,PERNAMBUES
6414,40026290,-12.9723057,-38.5091905,21.36,1,PELOURINHO
6415,40390405,-12.9320937,-38.4773536,574.76,1,S CAETANO
6416,41200080,-12.9491394,-38.4594361,3092.15,4,ENGOMADEIRA
6417,40349340,-12.9777334,-38.501648,3391.74,7,AT DO PERU
6418,41230312,-12.9163232,-38.45130959999999,229.71,1,JD CAJAZEIRAS
6419,41297280,-12.9777334,-38.501648,2121.24,4,PIRAJA
6420,41350310,-12.9092446,-38.4170343,71.1,1,NOVA BRASILIA
6421,41195345,-12.9437821,-38.4587374,551.95,1,BARREIRAS
6422,40254060,-12.9777334,-38.501648,2959.61,6,COSME DE FARIAS
6423,41340210,-12.8930937,-38.4109777,251.59,1,CAJAZEIRAS
6424,41195292,-12.9777334,-38.501648,1167.71,1,BARREIRAS
6425,40415570,-12.9777334,-38.501648,389.59,2,BONFIM
6426,40070500,-12.9777334,-38.501648,1238.0900000000001,2,BARRIS
6427,41311430,-12.9777334,-38.501648,52.32,2,AGUAS CLARAS
6428,41207445,-12.9480319,-38.4467077,2036.4299999999998,2,TANCREDO NEVES
6429,41341390,-12.9777334,-38.501648,49.68,1,CAJAZEIRAS XI
6430,40251850,-12.9777334,-38.501648,383.22,1,COSME DE FARIAS
6431,40301293,-12.9777334,-38.501648,1360.23,1,STO ANTONIO
6432,41100054,-12.9777334,-38.501648,119.45,1,PERNAMBUES
6433,41740540,-12.9777334,-38.501648,967.87,2,PITUACU
6434,40390105,-12.9276948,-38.4806944,733.1,2,S CAETANO
6435,41750060,-12.9777334,-38.501648,98413.85,12,ARMACAO
6436,41338530,-12.9777334,-38.501648,71.3,1,CAJAZEIRAS
6437,41270760,-12.9777334,-38.501648,636.2099999999999,2,CAMPINAS DE PIRAJA
6438,41490496,-12.9165727,-38.35989379999999,4743.16,1,MUSSURUNGA I
6439,41320040,-12.9777334,-38.501648,1874.2,7,CASTELO BRANCO
6440,41315350,-12.9777334,-38.501648,961.07,5,D AVELAR
6441,40470695,-12.9228696,-38.4834318,1116.3,2,LOBATO
6442,41211310,-12.9483255,-38.4408543,3815.73,1,ARENOSO
6443,41741439,-12.9653136,-38.4084589,581.21,1,PITUACU
6444,41750710,-12.9777339,-38.4390284,886.65,1,ARMACAO
6445,40150140,-12.9777334,-38.501648,30755.34,10,GRACA
6446,41490260,-12.9777334,-38.501648,47961.2,1,MUSSURUNGA I
6447,41370150,-12.9777334,-38.501648,1185.03,4,JD NOVA ESPERANCA
6448,40425020,-12.9777334,-38.501648,2230.98,5,MTE SERRAT
6449,40487250,-12.9777334,-38.501648,526.0400000000001,2,BOA VISTA DO LOBATO
6450,40221385,-12.9981398,-38.4930774,338.66,1,ENGENHO VELHO DA FEDERACAO
6451,41490302,-12.9166891,-38.3707023,18575.58,2,MUSSURUNGA I
6452,41235670,-12.9777334,-38.501648,5173.88,4,PAU DA LIMA
6453,40421650,-12.9777334,-38.501648,4960.03,10,RIBEIRA
6454,40726105,-12.871588,-38.4630594,4746.9,2,PERIPERI
6455,40715050,-12.9777334,-38.501648,5264.93,14,IA AMARELA
6456,41342600,-12.9777334,-38.501648,3286.9900000000002,3,CAJAZEIRAS
6457,41342648,-12.9042126,-38.4054845,692.5899999999999,3,CAJAZEIRAS
6458,41235805,-12.9192313,-38.4469543,721.71,1,PAU DA LIMA
6459,41194030,-12.9777334,-38.501648,4722.41,4,DORON
6460,41195545,-12.9476275,-38.4601646,27953.660000000003,7,BARREIRAS
6461,40391175,-12.9311792,-38.4821997,1725.35,4,S CAETANO
6462,40295150,-12.9777334,-38.501648,13904.76,2,HORTO FLORESTAL
6463,40285470,-12.9777334,-38.501648,1918.6999999999998,3,BROTAS
6464,40335465,-12.9543242,-38.4858136,1753.44,4,PERO VAZ
6465,41500132,-12.9777334,-38.501648,224.86,1,S CRISTOVAO
6466,40349350,-12.9777334,-38.501648,156.54000000000002,2,AT DO PERU
6467,40470374,-12.9777334,-38.501648,1141.75,4,LOBATO
6468,40285280,-12.9777334,-38.501648,12618.88,8,BROTAS
6469,40250500,-12.9777334,-38.501648,1262.5,2,COSME DE FARIAS
6470,40260210,-12.9774005,-38.4921738,2111.77,2,LUIS ANSELMO
6471,41195235,-12.9435891,-38.46075889999999,1158.79,2,BARREIRAS
6472,41342826,-12.9118432,-38.4002199,689.2,1,CAJAZEIRAS
6473,41260030,-12.9777334,-38.501648,5835.3099999999995,3,CANABRAVA
6474,41250115,-12.9267559,-38.4319569,992.66,4,S MARCOS
6475,41600760,-12.9777334,-38.501648,162.55,1,STELLA MARIS
6476,41342595,-12.9076313,-38.4045899,1237.99,4,CAJAZEIRAS
6477,40420280,-12.9777334,-38.501648,1375.03,2,RIBEIRA
6478,41388300,-12.9156349,-38.4243512,8460.55,2,NOVO MAROTINHO
6479,40310015,-12.9659941,-38.4802285,1426.1999999999998,4,PAU MIUDO
6480,41260290,-12.9777334,-38.501648,8475.77,5,CANABRAVA
6481,40290500,-12.9777334,-38.501648,3824.83,3,ACUPE DE BROTAS
6482,41600250,-12.9777334,-38.501648,4700.84,3,STELLA MARIS
6483,41250235,-12.9260037,-38.4348636,122.91,1,S MARCOS
6484,41515336,-12.9330817,-38.3778012,8402.98,4,BAIRRO DA PAZ
6485,40155580,-12.9777334,-38.501648,855.56,1,JD APIPEMA
6486,41706560,-12.9777334,-38.501648,1136.58,1,BOCA DO RIO
6487,41750530,-12.9777334,-38.501648,11430.97,2,ARMACAO
6488,40240600,-12.9777334,-38.501648,2986.56,4,ENGENHO VELHO DE BROTAS
6489,40365712,-12.9450505,-38.4875852,403.79,2,CURUZU
6490,40391294,-12.9756238,-38.5013345,418.05,1,S CAETANO
6491,41315015,-12.9040308,-38.4450641,3949.94,7,D AVELAR
6492,40240115,-12.9777334,-38.501648,44383.85,1,ENGENHO VELHO DE BROTAS
6493,40726040,-12.9777334,-38.501648,150.02,1,PERIPERI
6494,40355690,-12.9777334,-38.501648,109.82000000000001,2,FAZ GRANDE DO RETIRO
6495,40387185,-12.9230505,-38.4759572,81.47,1,BOA VISTA DE SAO CAETANO
6496,41213340,-12.9777334,-38.501648,169.97,1,SUSSUARANA
6497,41231030,-12.9777334,-38.501648,372.99,2,JD STO INACIO
6498,41205230,-12.9777334,-38.501648,753.44,4,TANCREDO NEVES
6499,40310290,-12.9777334,-38.501648,190.42000000000002,3,PAU MIUDO
6500,41613116,-12.9527353,-38.3906192,1370.93,2,JAGUARIBE
6501,41630180,-12.9777334,-38.501648,1697.5900000000001,2,ITAPUA
6502,41225820,-12.9777334,-38.501648,6642.18,4,MATA ESCURA
6503,41295665,-12.9027894,-38.4608411,2828.5,6,PIRAJA
6504,40230365,-12.9924382,-38.5061443,16488.120000000003,2,FEDERACAO
6505,41100182,-12.9707292,-38.4596133,1110.47,1,PERNAMBUES
6506,40718625,-12.8978568,-38.483737,48.76,1,PLATAFORMA
6507,40280530,-12.9777334,-38.501648,249.61,1,PRQ BELA VISTA
6508,40350275,-12.9469457,-38.4765322,500.15999999999997,4,FAZ GRANDE DO RETIRO
6509,40325630,-12.9777334,-38.501648,568.36,4,LIBERDADE
6510,41740530,-12.9777334,-38.501648,10976.39,5,PITUACU
6511,40301296,-12.9605146,-38.50230699999999,1643.1,2,STO ANTONIO
6512,40243500,-12.9777334,-38.501648,77953.12,4,ENGENHO VELHO DE BROTAS
6513,40720440,-12.9777334,-38.501648,3034.1900000000005,3,PERIPERI
6514,40720690,-12.9777334,-38.501648,44346.97,11,PR GRANDE
6515,41502385,-12.903779,-38.350684,1599.42,4,JD DAS MARGARIDAS
6516,40450450,-12.9777334,-38.501648,118.44,1,URUGUAI
6517,41610895,-12.9368865,-38.3669982,529.4,2,ITAPUA
6518,40391142,-12.9307819,-38.4767786,1790.17,4,S CAETANO
6519,41925450,-12.9777334,-38.501648,76.29,1,STA CRUZ
6520,40370570,-12.9777334,-38.501648,3113.23,6,LIBERDADE
6521,41510575,-12.9131447,-38.3478674,267.78000000000003,2,S CRISTOVAO
6522,40300762,-12.9665646,-38.499362,418.04,1,BARBALHO
6523,41231077,-12.9310148,-38.4604303,6259.679999999999,2,JD STO INACIO
6524,40470210,-12.9777334,-38.501648,47.78,1,LOBATO
6525,41275208,-12.9256617,-38.4716034,809.45,2,CAMPINAS DE PIRAJA
6526,41920630,-12.9777334,-38.501648,2242.4,4,STA CRUZ
6527,40421070,-12.9777334,-38.501648,493.36,2,RIBEIRA
6528,40354106,-12.9440735,-38.4782674,8433.51,5,FAZ GRANDE DO RETIRO
6529,40391154,-12.9777334,-38.501648,181.2,1,S CAETANO
6530,41220875,-12.9389814,-38.4670436,210.21,1,MATA ESCURA
6531,41235810,-12.9777334,-38.501648,71.08,1,PAU DA LIMA
6532,40230091,-12.9947452,-38.5084732,6880.79,8,FEDERACAO
6533,41120680,-12.9741082,-38.4591978,3612.91,8,PERNAMBUES
6534,40220725,-13.0000871,-38.49820709999999,184.66,1,ENGENHO VELHO DA FEDERACAO
6535,40720040,-12.9777334,-38.501648,8573.06,7,PERIPERI
6536,40243670,-12.9777334,-38.501648,984.59,3,ENGENHO VELHO DE BROTAS
6537,41705400,-12.9777334,-38.501648,118.67,1,BOCA DO RIO
6538,41600075,-12.9375439,-38.3410826,17838.9,7,STELLA MARIS
6539,41210190,-12.9777334,-38.501648,641.1200000000001,2,TANCREDO NEVES
6540,40325200,-12.9777334,-38.501648,4295.5,6,LIBERDADE
6541,40470072,-12.9259902,-38.4885127,674.5699999999999,3,LOBATO
6542,41230090,-12.9239462,-38.45752299999999,846.48,1,GJA RURAIS PRESIDENTE VARGAS
6543,41370135,-12.8467471,-38.4447854,1074.01,3,JD NOVA ESPERANCA
6544,41253012,-12.919256,-38.4425164,117.05,1,S MARCOS
6545,40225160,-12.9777334,-38.501648,1511.64,2,ENGENHO VELHO DA FEDERACAO
6546,40327685,-12.943978,-38.4610876,93.7,1,LIBERDADE
6547,40321025,-12.9553445,-38.4900318,153.15,1,CAIXA D AGUA
6548,41741570,-12.9777334,-38.501648,2305.41,1,PITUACU
6549,41200390,-12.9507688,-38.4549252,1257.56,2,ENGOMADEIRA
6550,40323265,-12.927436,-38.458787,0.1,1,IAPI
6551,41210310,-12.9777334,-38.501648,2040.0700000000002,3,TANCREDO NEVES
6552,40715740,-12.9777334,-38.501648,93.75,1,ITACARANHA
6553,41210170,-12.9777334,-38.501648,53.95,1,TANCREDO NEVES
6554,40390573,-12.9392681,-38.4734303,894.41,2,S CAETANO
6555,41207140,-12.9777334,-38.501648,14787.08,4,TANCREDO NEVES
6556,41338650,-12.9777334,-38.501648,1229.03,2,CAJAZEIRAS
6557,41810580,-12.9777334,-38.501648,716.53,3,PITUBA
6558,40060250,-12.9777334,-38.501648,10722.1,3,DOIS DE JULHO
6559,41195350,-12.9777334,-38.501648,1080.09,3,BARREIRAS
6560,40330590,-12.9777334,-38.501648,33.15,1,IAPI
6561,41483020,-12.9777334,-38.501648,2812.91,2,ALPHAVILLE II
6562,41110580,-12.9777334,-38.501648,1070.06,2,PERNAMBUES
6563,41253512,-12.9240743,-38.4391468,174.05,2,S MARCOS
6564,41100073,-12.9694381,-38.4693143,1500.39,2,PERNAMBUES
6565,41235690,-12.922029,-38.443667,1551.4499999999998,4,PAU DA LIMA
6566,40393700,-12.9777334,-38.501648,557.9,1,CAPELINHA
6567,41260055,-12.9335608,-38.4193714,4764.719999999999,3,CANABRAVA
6568,40240220,-12.9777334,-38.501648,3747.24,5,ENGENHO VELHO DE BROTAS
6569,41515098,-12.928134,-38.3731577,7451.77,3,BAIRRO DA PAZ
6570,41515190,-12.9777334,-38.501648,12759.189999999999,3,BAIRRO DA PAZ
6571,40290090,-12.994894,-38.4939441,727.9,3,ACUPE DE BROTAS
6572,41815190,-12.9777334,-38.501648,29590.93,16,ITAIGARA
6573,41295010,-12.9777334,-38.501648,2004.6899999999998,2,PIRAJA
6574,41235240,-12.9777334,-38.501648,940.68,2,PAU DA LIMA
6575,40375530,-12.9777334,-38.501648,701.26,1,LIBERDADE
6576,40730460,-12.9777334,-38.501648,63.8,1,FAZ COUTOS
6577,40155115,-13.0041626,-38.5153741,3358.03,3,JD APIPEMA
6578,41480115,-12.9204219,-38.3739756,258.53,2,MUSSURUNGA II
6579,40353517,-12.9445949,-38.4720963,49.19,1,FAZ GRANDE DO RETIRO
6580,40353002,-12.945725,-38.4729261,537.21,3,FAZ GRANDE DO RETIRO
6581,40240310,-12.9819538,-38.5012524,940.61,5,ENGENHO VELHO DE BROTAS
6582,40313050,-12.9777334,-38.501648,236.58,1,CIDADE NOVA
6583,41741180,-12.9777334,-38.501648,5292.3,6,PITUACU
6584,41610615,-12.9316374,-38.3583883,11134.130000000001,4,ITAPUA
6585,40060060,-12.9777334,-38.501648,9693.710000000001,7,DOIS DE JULHO
6586,40393760,-12.9777334,-38.501648,860.72,5,CAPELINHA
6587,40445030,-12.9777334,-38.501648,18393.94,2,MARES
6588,41830905,-12.9777334,-38.501648,3251.09,2,PITUBA
6589,41920130,-12.9777334,-38.501648,4937.14,5,STA CRUZ
6590,41204185,-12.9699754,-38.4196215,265.87,1,ARRAIAL DO RETIRO
6591,40365150,-12.9777334,-38.501648,1136.57,1,CURUZU
6592,41950370,-12.9777334,-38.501648,4711.6,4,RIO VERMELHO
6593,40321070,-12.9777334,-38.501648,1327.41,2,CAIXA D AGUA
6594,40390690,-12.9777334,-38.501648,11462.83,3,S CAETANO
6595,40223690,-12.9777334,-38.501648,383.95,3,ENGENHO VELHO DA FEDERACAO
6596,40444070,-12.9777334,-38.501648,27398.26,3,ROMA
6597,40055160,-12.9777334,-38.501648,1312.82,2,NAZARE
6598,41820490,-12.9777334,-38.501648,7034.219999999999,4,CAM DAS ARVORES
6599,41215570,-12.9777334,-38.501648,2585.8700000000003,2,SUSSUARANA
6600,41770620,-12.9777334,-38.501648,687.04,3,STIEP
6601,41343265,-12.8989293,-38.3914638,1735.04,2,BOCA DA MATA
6602,41905440,-12.9777334,-38.501648,3034.68,7,NORDESTE
6603,41253075,-12.9358855,-38.4182548,264.48,1,S MARCOS
6604,40130020,-12.9777334,-38.501648,2768.75,5,BARRA
6605,41220160,-12.9777334,-38.501648,907.24,1,MATA ESCURA
6606,40720360,-12.9777334,-38.501648,322.52,1,PERIPERI
