,CEP,latitude,longitude,valor_total,contagem,bairro_dominante
1039,40220290,-12.9777334,-38.501648,12872.73,7,ENGENHO VELHO DA FEDERACAO
1040,41205190,-12.9777334,-38.501648,44022.39,10,TANCREDO NEVES
1041,41150030,-12.9777334,-38.501648,5913.78,11,CABULA
1042,41750520,-12.9777334,-38.501648,252.45,1,ARMACAO
1043,41152105,-12.9618047,-38.46352479999999,483.97,1,RESGATE
1044,41927110,-13.0045605,-38.4774501,19201.02,14,STA CRUZ
1045,41215280,-12.9777334,-38.501648,821.6600000000001,2,SUSSUARANA
1046,41927030,-12.9777334,-38.501648,12996.17,9,STA CRUZ
1047,40375220,-12.9777334,-38.501648,2241.13,7,LIBERDADE
1048,40425170,-12.9777334,-38.501648,4074.38,7,MTE SERRAT
1049,41706770,-12.9777334,-38.501648,25392.47,34,BOCA DO RIO
1050,40450710,-12.9345775,-38.4802869,6709.01,15,URUGUAI
1051,41502200,-12.9777334,-38.501648,67763.05,68,JD DAS MARGARIDAS
1052,41306765,-12.852835,-38.4542678,6826.25,14,NOVA BRASILIA DE VALERIA
1053,40342650,-12.9777334,-38.501648,44126.48,16,STA MONICA
1054,41180405,-12.964474,-38.442763,17495.22,5,SABOEIRO
1055,41635152,-12.932695,-38.3578601,150416.05,41,ITAPUA
1056,40313330,-12.9777334,-38.501648,3508.92,7,CIDADE NOVA
1057,41720420,-12.9777334,-38.501648,26052.75,40,IMBUI
1058,40301130,-12.9777334,-38.501648,59345.26,13,BARBALHO
1059,40240112,-12.9831539,-38.5028946,7860.61,12,ENGENHO VELHO DE BROTAS
1060,40040410,-12.9790952,-38.5091347,52343.96,6,NAZARE
1061,41214822,-12.9373424,-38.4522135,2591.49,4,SUSSUARANA
1062,41253020,-12.9777334,-38.501648,8417.33,11,S MARCOS
1063,41197060,-12.9777334,-38.501648,10253.68,8,BARREIRAS
1064,40487040,-12.9777334,-38.501648,198594.5,15,BOA VISTA DO LOBATO
1065,40100170,-12.9777334,-38.501648,91665.43000000001,42,GARCIA
1066,40725360,-12.9777334,-38.501648,24448.649999999998,27,PR GRANDE
1067,41260190,-12.9238049,-38.41741469999999,1888.47,3,CANABRAVA
1068,41830070,-12.9777334,-38.501648,82795.17,39,PITUBA
1069,40226565,-13.0014054,-38.5162865,10414.080000000002,2,AT DAS POMBAS
1070,41480060,-12.9777334,-38.501648,7266.05,2,MUSSURUNGA II
1071,41611080,-12.9777334,-38.501648,3103.25,4,NOVA BRASILIA DE ITAPUA
1072,41343310,-12.9021105,-38.3936378,6983.6,3,FAZ GRANDE III
1073,40391236,-12.9361843,-38.4783461,8219.94,15,S CAETANO
1074,40230650,-12.9777334,-38.501648,10950.76,21,FEDERACAO
1075,40313030,-12.9777334,-38.501648,77105.09,27,CIDADE NOVA
1076,41308055,-12.8662477,-38.4233054,690.01,1,PALESTINA
1077,40243200,-12.9777334,-38.501648,6128.27,11,ENGENHO VELHO DE BROTAS
1078,40760400,-12.9777334,-38.501648,420.34999999999997,3,COUTOS
1079,40110180,-12.9777334,-38.501648,10257.27,14,CANELA
1080,40420080,-12.9777334,-38.501648,47743.38,8,RIBEIRA
1081,41310370,-12.9777334,-38.501648,21154.14,10,AGUAS CLARAS
1082,41510856,-12.9066304,-38.3699812,1383.35,6,S CRISTOVAO
1083,41611145,-12.9394414,-38.35883219999999,3527.36,7,NOVA BRASILIA DE ITAPUA
1084,40213020,-12.9777334,-38.501648,1753.67,2,FEDERACAO
1085,40255120,-12.9777334,-38.501648,18867.37,24,MATATU
1086,40295020,-12.9777334,-38.501648,15401.689999999999,7,HORTO FLORESTAL
1087,41385225,-12.9087372,-38.42864369999999,78.48,1,SETE DE ABRIL
1088,40391320,-12.9777334,-38.501648,6736.93,13,S CAETANO
1089,40335031,-12.9777334,-38.501648,950.4999999999999,3,PERO VAZ
1090,41505315,-12.9027176,-38.36942060000001,1909.6799999999998,3,CASSANGE
1091,41207235,-12.9402816,-38.4440677,9039.66,4,TANCREDO NEVES
1092,41195180,-12.9449731,-38.4549589,2058.94,3,BARREIRAS
1093,41310160,-12.9777334,-38.501648,42002.09,32,AGUAS CLARAS
1094,41706830,-12.9777334,-38.501648,5675.57,15,BOCA DO RIO
1095,41810700,-12.9777334,-38.501648,91840.81999999999,20,PITUBA
1096,41720040,-12.9777334,-38.501648,132995.1,84,IMBUI
1097,40370050,-12.9777334,-38.501648,174405.27,12,LIBERDADE
1098,41810620,-12.9777334,-38.501648,120207.15,50,PITUBA
1099,40800195,-12.8290349,-38.4659077,22792.58,6,S TOME
1100,40150360,-12.9777334,-38.501648,433644.85000000003,58,GRACA
1101,40140000,-12.9777334,-38.501648,195303.39,50,BARRA
1102,41940250,-12.9777334,-38.501648,81739.36,41,RIO VERMELHO
1103,41810680,-12.9777334,-38.501648,44517.78,27,PITUBA
1104,40800490,-12.9777334,-38.501648,11705.71,26,PARIPE
1105,40140240,-12.9777334,-38.501648,8184.24,10,BARRA
1106,41120320,-12.9777334,-38.501648,14344.289999999999,3,PERNAMBUES
1107,40415365,-12.9232304,-38.504684,5040.87,9,BONFIM
1108,41620835,-12.9397258,-38.3700283,49929.95,15,ITAPUA
1109,41745037,-12.9265735,-38.4086589,232955.99,21,TROBOGY
1110,41295450,-12.9777334,-38.501648,1057.07,2,PIRAJA
1111,40290030,-12.9777334,-38.501648,17695.88,22,ACUPE DE BROTAS
1112,40300790,-12.9777334,-38.501648,2597.69,6,BARBALHO
1113,40210630,-12.9777334,-38.501648,21117.34,17,FEDERACAO
1114,40720680,-12.9777334,-38.501648,9235.79,8,PR GRANDE
1115,40296160,-12.9777334,-38.501648,8860.84,4,CANDEAL
1116,41204115,-12.9448543,-38.4645574,29703.63,36,ARRAIAL DO RETIRO
1117,40430140,-12.9777334,-38.501648,86937.72,26,VL RUY BARBOSA
1118,40387080,-12.918104,-38.4740678,155.41,1,BOA VISTA DE SAO CAETANO
1119,41213780,-12.9777334,-38.501648,14972.18,13,SUSSUARANA
1120,41130620,-12.9777334,-38.501648,2037.7,6,PERNAMBUES
1121,40710680,-12.9777334,-38.501648,10607.49,21,PLATAFORMA
1122,41710080,-12.9739659,-38.4292877,673.39,3,BOCA DO RIO
1123,40150010,-13.0007077,-38.5262473,52980.28,15,GRACA
1124,41650195,-12.937969,-38.3815387,111227.3,97,PIATA
1125,40252460,-12.9777334,-38.501648,749.9300000000001,4,COSME DE FARIAS
1126,41706860,-12.9777334,-38.501648,60259.51,53,BOCA DO RIO
1127,40285020,-12.9777334,-38.501648,9249.53,7,BROTAS
1128,40445580,-12.9391322,-38.5010061,2115.91,4,MARES
1129,41490430,-12.9777334,-38.501648,3748.1,6,MUSSURUNGA I
1130,41120020,-12.9777334,-38.501648,1884.6599999999999,4,PERNAMBUES
1131,40240830,-12.9777334,-38.501648,12175.369999999999,16,ENGENHO VELHO DE BROTAS
1132,41100260,-12.9777334,-38.501648,5153.5599999999995,6,PERNAMBUES
1133,41253114,-12.9777334,-38.501648,104.89,1,S MARCOS
1134,40230621,-12.9777334,-38.501648,25486.93,27,FEDERACAO
1135,40352180,-12.9777334,-38.501648,39.61,1,FAZ GRANDE DO RETIRO
1136,41650230,-12.9777334,-38.501648,81321.24,20,PIATA
1137,41230350,-12.9777334,-38.501648,46670.62,32,JD CAJAZEIRAS
1138,40279090,-12.9866602,-38.4767786,134973.24,39,PRQ BELA VISTA
1139,41770030,-12.9777334,-38.501648,10647.53,15,STIEP
1140,40060230,-12.9777334,-38.501648,4970.03,3,DOIS DE JULHO
1141,40420750,-12.9777334,-38.501648,1167.6,3,RIBEIRA
1142,40070100,-12.9777334,-38.501648,54456.04,44,BARRIS
1143,41905865,-13.0069092,-38.4723428,11991.31,7,NORDESTE
1144,40315530,-12.9777334,-38.501648,4071.6800000000003,8,PAU MIUDO
1145,40750150,-12.9777334,-38.501648,624.65,2,COUTOS
1146,40375570,-12.9777334,-38.501648,2136.78,4,LIBERDADE
1147,40230020,-12.9777334,-38.501648,1253.43,2,FEDERACAO
1148,41900050,-12.9777334,-38.501648,18142.55,18,AMARALINA
1149,40223040,-12.9777334,-38.501648,276.07,2,ENGENHO VELHO DA FEDERACAO
1150,40315390,-12.9777334,-38.501648,1417.54,3,PAU MIUDO
1151,41390800,-12.9777334,-38.501648,36243.05,31,VL CANARIA
1152,40290490,-12.9777334,-38.501648,17807.47,18,ACUPE DE BROTAS
1153,41100630,-12.9777334,-38.501648,5184.21,6,PERNAMBUES
1154,40730595,-12.8460231,-38.4572189,3694.28,6,FAZ COUTOS
1155,41339300,-12.8913555,-38.405367,3544.27,8,CAJAZEIRAS
1156,40725370,-12.9777334,-38.501648,6696.59,4,PR GRANDE
1157,40390205,-12.9286899,-38.4791624,920.42,2,S CAETANO
1158,40365450,-12.9777334,-38.501648,99.86,1,CURUZU
1159,41480010,-12.9170254,-38.3739355,22000.35,17,MUSSURUNGA II
1160,40110200,-12.9777334,-38.501648,10939.75,10,CANELA
1161,40254126,-12.979047,-38.4894958,3067.92,7,COSME DE FARIAS
1162,41950350,-12.9777334,-38.501648,51467.15,50,RIO VERMELHO
1163,41204230,-12.9777334,-38.501648,1457.94,3,ARRAIAL DO RETIRO
1164,40450430,-12.9777334,-38.501648,8555.35,15,URUGUAI
1165,40735700,-12.9777334,-38.501648,398.2,3,PERIPERI
1166,40321065,-12.9599973,-38.4895094,1165.25,2,CAIXA D AGUA
1167,41215670,-12.9777334,-38.501648,23.89,1,SUSSUARANA
1168,41950275,-13.0075017,-38.4981461,5757.43,5,RIO VERMELHO
1169,41830460,-12.9777334,-38.501648,40989.46,31,PITUBA
1170,41635250,-12.9777334,-38.501648,944.77,2,ITAPUA
1171,40313390,-12.9777334,-38.501648,2651.45,6,CIDADE NOVA
1172,40470390,-12.9777334,-38.501648,118985.2,22,LOBATO
1173,40470236,-12.931587,-38.4882032,13632.67,6,LOBATO
1174,41180500,-12.9777334,-38.501648,4407.97,2,SABOEIRO
1175,40365230,-12.9777334,-38.501648,5130.82,6,CURUZU
1176,40325570,-12.9777334,-38.501648,5920.49,9,LIBERDADE
1177,41615160,-12.9777334,-38.501648,43505.09,2,AT DO COQUEIRINHO
1178,41305430,-12.9777334,-38.501648,51697.2,3,VALERIA
1179,40060240,-12.9777334,-38.501648,47555.71,18,DOIS DE JULHO
1180,41925010,-13.0030597,-38.4767446,48622.46,72,STA CRUZ
1181,41941040,-12.9777334,-38.501648,1827.93,6,RIO VERMELHO
1182,41905595,-13.0098331,-38.478175,129.36,1,NORDESTE
1183,40323110,-12.955752,-38.4927331,1729.3999999999999,3,CAIXA D AGUA
1184,41610190,-12.9777334,-38.501648,17486.93,14,ITAPUA
1185,40365050,-12.9777334,-38.501648,3539.49,7,CURUZU
1186,41195740,-12.9777334,-38.501648,475.03,2,BARREIRAS
1187,41706665,-12.9765197,-38.4237735,2233.9,3,BOCA DO RIO
1188,40450805,-12.9381947,-38.4509398,485.62,2,URUGUAI
1189,40720284,-12.9777334,-38.501648,28650.13,7,PERIPERI
1190,41370045,-12.9171011,-38.4189739,61597.3,60,JD NOVA ESPERANCA
1191,41130190,-12.9777334,-38.501648,1550.96,2,PERNAMBUES
1192,40715500,-12.9777334,-38.501648,19824.59,30,RIO SENA
1193,41321020,-12.9777334,-38.501648,60.33,1,CASTELO BRANCO
1194,41200730,-12.9777334,-38.501648,1086.27,2,ENGOMADEIRA
1195,40353490,-12.9777334,-38.501648,1169.81,6,FAZ GRANDE DO RETIRO
1196,41270170,-12.9777334,-38.501648,1516.13,1,CAMPINAS DE PIRAJA
1197,40385710,-12.9300057,-38.4772956,49877.42,1,BOA VISTA DE SAO CAETANO
1198,41640070,-12.9777334,-38.501648,9724.8,10,ITAPUA
1199,40355370,-12.9777334,-38.501648,2520.5,6,FAZ GRANDE DO RETIRO
1200,40070660,-12.9777334,-38.501648,16037.87,17,BARRIS
1201,40760330,-12.9777334,-38.501648,28166.09,10,COUTOS
1202,41830260,-12.9777334,-38.501648,132730.0,21,PITUBA
1203,41270298,-12.9155399,-38.4575545,13499.37,7,CAMPINAS DE PIRAJA
1204,41341640,-12.9777334,-38.501648,83.25,1,CAJAZEIRAS XI
1205,40470088,-12.9241675,-38.4900843,1592.35,4,LOBATO
1206,40800440,-12.9777334,-38.501648,23206.54,21,PARIPE
1207,41905615,-13.0094931,-38.4783247,60558.82,38,NORDESTE
1208,41705440,-12.9777334,-38.501648,267.42999999999995,4,BOCA DO RIO
1209,41192010,-12.9574421,-38.4546556,1603.23,3,NARANDIBA
1210,40140060,-12.9777334,-38.501648,25545.73,14,BARRA
1211,40484015,-12.9168239,-38.4776,9147.54,6,AT DO CABRITO
1212,41310270,-12.9777334,-38.501648,25280.52,29,AGUAS CLARAS
1213,41181010,-12.9577186,-38.4379961,122897.63,77,CABULA VI
1214,40420000,-12.9777334,-38.501648,16297.22,33,RIBEIRA
1215,40335000,-12.9498567,-38.4909613,138716.56,49,PERO VAZ
1216,41720060,-12.9777334,-38.501648,65792.81,17,IMBUI
1217,40450260,-12.9777334,-38.501648,22934.21,38,URUGUAI
1218,41610245,-12.939717,-38.3641482,1859.62,3,ITAPUA
1219,41195160,-12.9777334,-38.501648,13139.199999999999,19,BARREIRAS
1220,41195480,-12.9777334,-38.501648,298.47,2,BARREIRAS
1221,41925835,-13.0085631,-38.4794892,2475.5299999999997,5,STA CRUZ
1222,41205500,-12.9777334,-38.501648,4.38,1,TANCREDO NEVES
1223,41905170,-12.9777334,-38.501648,11519.08,9,NORDESTE
1224,40430233,-12.9330718,-38.4969825,10013.89,11,VL RUY BARBOSA
1225,41920140,-12.9777334,-38.501648,7211.16,10,STA CRUZ
1226,41213610,-12.9294522,-38.4426286,12923.75,17,SUSSUARANA
1227,41200290,-12.9482196,-38.4559112,3024.2,8,ENGOMADEIRA
1228,40050000,-12.9777334,-38.501648,7285.42,16,NAZARE
1229,41905635,-13.0097663,-38.4731923,17566.27,6,NORDESTE
1230,41701035,-12.9414971,-38.4034619,185019.3,17,ALPHAVILLE I
1231,40155000,-13.0026483,-38.517908,33937.36,19,JD APIPEMA
1232,41253200,-12.9777334,-38.501648,7010.9400000000005,6,S MARCOS
1233,40040435,-12.9796568,-38.5096674,46.1,1,NAZARE
1234,40280240,-12.9777334,-38.501648,4696.1,11,PRQ BELA VISTA
1235,41480155,-12.9217628,-38.3772182,390.37,1,MUSSURUNGA II
1236,41130089,-12.9668376,-38.4569614,94.97,1,PERNAMBUES
1237,40415275,-12.9297697,-38.5056674,24838.74,28,BONFIM
1238,40301070,-12.9777334,-38.501648,14622.68,16,BARBALHO
1239,40157300,-12.9777334,-38.501648,6906.01,6,CHAME CHAME
1240,41342455,-12.9025496,-38.4088944,844.17,5,CAJAZEIRAS
1241,40353630,-12.9777334,-38.501648,18928.61,11,FAZ GRANDE DO RETIRO
1242,41815230,-12.9777334,-38.501648,12356.44,7,ITAIGARA
1243,41253320,-12.9777334,-38.501648,3182.23,4,S MARCOS
1244,40270010,-12.9715283,-38.4894273,28266.440000000002,28,VL LAURA
1245,40436780,-12.9777334,-38.501648,99.01,1,MASSARANDUBA
1246,40450455,-12.9294504,-38.4930995,615.55,2,URUGUAI
1247,41720030,-12.9777334,-38.501648,54573.68,42,IMBUI
1248,41635100,-12.9777334,-38.501648,8157.43,9,ITAPUA
1249,40440480,-12.9777334,-38.501648,4684.820000000001,9,CAM DE AREIA
1250,41750225,-12.9778613,-38.438885,9414.22,11,ARMACAO
1251,41600020,-12.9777334,-38.501648,108620.20999999999,12,STELLA MARIS
1252,41110460,-12.9777334,-38.501648,18916.499999999996,3,PERNAMBUES
1253,41330075,-12.9005823,-38.4082366,273.04,1,CAJAZEIRAS
1254,41245020,-12.9777334,-38.501648,63848.7,33,PAU DA LIMA
1255,40710410,-12.8853139,-38.48203549999999,17698.45,8,ESCADA
1256,41192075,-12.9533393,-38.456815,77.03,1,NARANDIBA
1257,41205020,-12.9777334,-38.501648,1161.1599999999999,5,TANCREDO NEVES
1258,41262000,-12.9777334,-38.501648,250996.84,4,VL 2 DE JULHO
1259,41600675,-12.9391084,-38.3332031,2971.42,4,STELLA MARIS
1260,40325530,-12.9777334,-38.501648,6294.759999999999,4,LIBERDADE
1261,40355360,-12.9777334,-38.501648,4275.24,12,FAZ GRANDE DO RETIRO
1262,41350540,-12.9777334,-38.501648,4254.72,4,NOVA BRASILIA
1263,41680100,-12.9402546,-38.4068562,31875.940000000002,9,PATAMARES
1264,40353175,-12.9416352,-38.4737393,11406.310000000001,4,FAZ GRANDE DO RETIRO
1265,41120070,-12.9777334,-38.501648,9513.74,6,PERNAMBUES
1266,41180080,-12.9777334,-38.501648,7757.1,4,SABOEIRO
1267,41334096,-12.8979383,-38.4265707,920.0,2,CAJAZEIRAS IV
1268,41305070,-12.9777334,-38.501648,3310.61,5,VALERIA
1269,40715760,-12.9777334,-38.501648,99809.31999999999,8,ITACARANHA
1270,40717549,-12.893029,-38.4812141,281.95,1,PLATAFORMA
1271,40720210,-12.9777334,-38.501648,829.61,2,PERIPERI
1272,40223030,-12.9777334,-38.501648,3731.82,3,ENGENHO VELHO DA FEDERACAO
1273,41311263,-12.9777334,-38.501648,79473.33,15,AGUAS CLARAS
1274,40350290,-12.9453765,-38.474859,8369.58,11,FAZ GRANDE DO RETIRO
1275,41231045,-12.9268005,-38.4611697,138.25,1,JD STO INACIO
1276,40140190,-13.0080904,-38.5253708,8438.19,8,BARRA
1277,41810030,-12.9777334,-38.501648,3453.6899999999996,2,PITUBA
1278,41741550,-12.9777334,-38.501648,14780.36,10,PITUACU
1279,41321345,-12.9058436,-38.4352486,1146.55,3,CASTELO BRANCO
1280,40385040,-12.9777334,-38.501648,807.7,2,BOA VISTA DE SAO CAETANO
1281,41390810,-12.9118954,-38.4449182,552.79,1,VL CANARIA
1282,40150130,-12.9777334,-38.501648,31747.04,24,GRACA
1283,41270660,-12.9777334,-38.501648,12174.07,3,CAMPINAS DE PIRAJA
1284,40415095,-12.9230759,-38.5109409,50056.97,17,BONFIM
1285,40830600,-12.9777334,-38.501648,7974.99,10,PARIPE
1286,41337370,-12.9777334,-38.501648,16783.14,12,CAJAZEIRAS VII
1287,41630720,-12.9777334,-38.501648,18800.59,19,ITAPUA
1288,41100116,-12.9748406,-38.461827,5949.59,6,PERNAMBUES
1289,40240340,-12.9777334,-38.501648,11469.45,15,ENGENHO VELHO DE BROTAS
1290,40279750,-12.9777334,-38.501648,11262.07,13,PRQ BELA VISTA
1291,41227207,-12.9320001,-38.4699222,1077.23,2,CALABETAO
1292,41231075,-12.9284198,-38.4591654,6025.44,8,JD STO INACIO
1293,41480260,-12.9777334,-38.501648,761.85,2,MUSSURUNGA II
1294,41253281,-12.9777334,-38.501648,41012.44,34,S MARCOS
1295,41615210,-12.9410179,-38.370558,13934.970000000001,16,AT DO COQUEIRINHO
1296,41195710,-12.9427307,-38.4550869,50.01,1,BARREIRAS
1297,41130070,-12.9777334,-38.501648,56802.75,19,PERNAMBUES
1298,41213122,-12.936565,-38.44968679999999,10121.08,16,SUSSUARANA
1299,41150050,-12.9777334,-38.501648,6651.0,11,CABULA
1300,41500400,-12.9777334,-38.501648,1198.55,3,S CRISTOVAO
1301,41320780,-12.9777334,-38.501648,698.32,1,CASTELO BRANCO
1302,40820120,-12.9777334,-38.501648,138107.99,24,PARIPE
1303,40300570,-12.9777334,-38.501648,8217.56,7,MACAUBAS
1304,40286350,-12.9777334,-38.501648,24531.49,29,BROTAS
1305,41207380,-12.9494196,-38.4493592,1167.71,1,TANCREDO NEVES
1306,41390405,-12.9090888,-38.4390318,13527.869999999999,15,VL CANARIA
1307,40275190,-12.9777334,-38.501648,4666.0199999999995,10,CAMPINAS DE BROTAS
1308,40260245,-12.9771513,-38.4862991,2296.72,1,LUIZ ANSELMO
1309,40370020,-12.9777334,-38.501648,42.58,1,LIBERDADE
1310,41770100,-12.9822546,-38.4448341,14298.619999999999,3,STIEP
1311,40350900,-12.9777334,-38.501648,6991.44,2,FAZ GRANDE DO RETIRO
1312,40720120,-12.9777334,-38.501648,2954.7200000000003,9,PERIPERI
1313,41250455,-12.9316439,-38.42322780000001,5035.2699999999995,6,S MARCOS
1314,41230330,-12.9777334,-38.501648,4812.87,10,JD CAJAZEIRAS
1315,41347485,-12.8793835,-38.41095,50.01,1,CAJAZEIRAS XI
1316,41195280,-12.9777334,-38.501648,2305.99,7,BARREIRAS
1317,40391180,-12.9777334,-38.501648,102752.06,30,S CAETANO
1318,41211480,-12.9777334,-38.501648,17649.05,17,ARENOSO
1319,41650356,-12.9470986,-38.3858596,1774.7,1,PIATA
1320,40310220,-12.9777334,-38.501648,6600.620000000001,2,PAU MIUDO
1321,41502420,-12.9777334,-38.501648,729.9300000000001,3,JD DAS MARGARIDAS
1322,40270490,-12.9777334,-38.501648,1480.3,2,VL LAURA
1323,41950310,-13.0096686,-38.49741909999999,22224.35,9,RIO VERMELHO
1324,40253070,-12.9777334,-38.501648,220942.22999999998,16,COSME DE FARIAS
1325,41612010,-12.94619,-38.3774765,6700.1900000000005,6,JD PLACAFORD
1326,40320480,-12.9777334,-38.501648,1775.36,5,CAIXA D AGUA
1327,40290190,-12.9931558,-38.4942244,23944.52,21,ACUPE DE BROTAS
1328,41250580,-12.9338074,-38.4292834,414.28,1,S MARCOS
1329,41750110,-12.9876481,-38.4378987,16338.83,10,ARMACAO
1330,41615090,-12.9405617,-38.3730341,3104.99,8,AT DO COQUEIRINHO
1331,41342620,-12.9777334,-38.501648,188.95,2,CAJAZEIRAS
1332,41635380,-12.9777334,-38.501648,3675.81,7,ITAPUA
1333,41100900,-12.9777334,-38.501648,5469.28,12,PERNAMBUES
1334,40290080,-12.99447,-38.4940271,9686.75,23,ACUPE DE BROTAS
1335,41925085,-13.0082713,-38.4803106,2543.8500000000004,4,STA CRUZ
1336,40335600,-12.9777334,-38.501648,37817.76,13,PERO VAZ
1337,41615310,-12.9388337,-38.372705,3852.6200000000003,4,AT DO COQUEIRINHO
1338,40320450,-12.9777334,-38.501648,26047.42,5,CAIXA D AGUA
1339,40110080,-12.9910883,-38.5231859,3154.3599999999997,6,CANELA
1340,40070230,-12.9777334,-38.501648,8304.02,2,BARRIS
1341,40355180,-12.9777334,-38.501648,3360.14,8,FAZ GRANDE DO RETIRO
1342,40720272,-12.8727669,-38.464574,23760.52,19,PERIPERI
1343,40720100,-12.9777334,-38.501648,1246.1100000000001,3,PERIPERI
1344,40375016,-12.9482888,-38.49381,36792.42,51,LIBERDADE
1345,41925250,-12.9777334,-38.501648,552.1,1,STA CRUZ
1346,41500480,-12.9777334,-38.501648,2674.81,5,S CRISTOVAO
1347,40450105,-12.9393667,-38.5002257,1648.96,5,URUGUAI
1348,40226450,-12.9777334,-38.501648,1083.4099999999999,5,AT DAS POMBAS
1349,41490490,-12.9777334,-38.501648,1393.02,3,MUSSURUNGA I
1350,41295360,-12.9777334,-38.501648,223417.63000000003,36,PIRAJA
1351,40713700,-12.9777334,-38.501648,7891.28,7,ITACARANHA
1352,40313700,-12.9777334,-38.501648,32348.38,18,CIDADE NOVA
1353,41290370,-12.9777334,-38.501648,1229.01,4,PIRAJA
1354,41235280,-12.9777334,-38.501648,1955.79,3,PAU DA LIMA
1355,41130530,-12.9777334,-38.501648,13641.16,5,PERNAMBUES
1356,41770170,-12.9777334,-38.501648,967.47,3,STIEP
1357,41205023,-12.9419886,-38.4473014,28392.41,17,TANCREDO NEVES
1358,41650166,-12.9494595,-38.383783,1150.59,1,PIATA
1359,41300120,-12.9777334,-38.501648,561.53,2,VALERIA
1360,41100375,-12.9518973,-38.4668386,728.29,2,PERNAMBUES
1361,40353008,-12.9456666,-38.4723428,424.17999999999995,3,FAZ GRANDE DO RETIRO
1362,41250120,-12.9777334,-38.501648,3825.06,9,S MARCOS
1363,40715072,-12.8910729,-38.4753836,100092.94,3,IA AMARELA
1364,41210100,-12.9469999,-38.4518027,10301.029999999999,11,TANCREDO NEVES
1365,41100110,-12.9641733,-38.4667565,14656.91,21,PERNAMBUES
1366,41750180,-12.9777334,-38.501648,15813.39,12,ARMACAO
1367,41218044,-12.9777334,-38.501648,2120.01,6,NOVO HORIZONTE
1368,41110140,-12.9777334,-38.501648,346.52,4,PERNAMBUES
1369,41307595,-12.8496391,-38.4555825,523.8299999999999,4,NOVA BRASILIA DE VALERIA
1370,40420580,-12.9777334,-38.501648,1127.73,3,RIBEIRA
1371,40390665,-12.9356222,-38.4887946,529.97,1,S CAETANO
1372,41215140,-12.9777334,-38.501648,16560.78,22,SUSSUARANA
1373,40415205,-12.9231756,-38.5089563,128.45,1,BONFIM
1374,40245160,-12.9777334,-38.501648,1265.14,2,ENGENHO VELHO DE BROTAS
1375,41200030,-12.9777334,-38.501648,5553.34,11,ENGOMADEIRA
1376,41253000,-12.9777334,-38.501648,2220.73,5,S MARCOS
1377,40735350,-12.9777334,-38.501648,6093.59,6,PERIPERI
1378,40480120,-12.9777334,-38.501648,82926.91,10,LOBATO
1379,40725775,-12.9777334,-38.501648,444.56000000000006,3,PERIPERI
1380,41235605,-12.9234186,-38.4422648,19661.54,3,PAU DA LIMA
1381,40725420,-12.9777334,-38.501648,2802.94,13,PR GRANDE
1382,41250020,-12.9777334,-38.501648,5310.74,14,S MARCOS
1383,40810630,-12.9777334,-38.501648,13875.6,14,PARIPE
1384,41905805,-13.0076746,-38.4769027,25356.8,18,NORDESTE
1385,41741580,-12.9777334,-38.501648,1163.46,3,PITUACU
1386,40450270,-12.9777334,-38.501648,14557.22,12,URUGUAI
1387,40366060,-12.9777334,-38.501648,832.3399999999999,3,CURUZU
1388,41245050,-12.9777334,-38.501648,1654.2,3,PAU DA LIMA
1389,41320285,-12.9777334,-38.501648,782.19,2,CASTELO BRANCO
1390,41190060,-12.9777334,-38.501648,2946.5,10,S GONCALO
1391,41760200,-12.9777334,-38.501648,69974.76999999999,40,COSTA AZUL
1392,41343255,-12.9777334,-38.501648,1442.6,3,CAJAZEIRAS
1393,40243180,-12.9777334,-38.501648,3565.5899999999997,7,ENGENHO VELHO DE BROTAS
1394,40415870,-12.9777334,-38.501648,1347.95,4,BONFIM
1395,41905290,-13.0101422,-38.4747973,779.77,3,NORDESTE
1396,41680040,-12.9777334,-38.501648,192813.39,7,PATAMARES
1397,41207255,-12.941353,-38.4440779,2523.39,8,TANCREDO NEVES
1398,41830620,-12.9777334,-38.501648,16225.43,19,PITUBA
1399,41280128,-12.9118834,-38.4705888,142.14,1,MAL RONDON
1400,41741020,-12.9777334,-38.501648,5388.84,10,PITUACU
1401,41815010,-12.9922248,-38.4621999,274183.29000000004,20,ITAIGARA
1402,40240740,-12.9777334,-38.501648,652.47,3,ENGENHO VELHO DE BROTAS
1403,41310280,-12.9777334,-38.501648,2126.63,7,AGUAS CLARAS
1404,41611205,-12.9386994,-38.3589349,25530.84,30,NOVA BRASILIA DE ITAPUA
1405,41500150,-12.9777334,-38.501648,452.05,3,S CRISTOVAO
1406,40275160,-12.9777334,-38.501648,67057.33,60,CAMPINAS DE BROTAS
1407,41210220,-12.9777334,-38.501648,1579.7400000000002,2,TANCREDO NEVES
1408,40490238,-12.8990003,-38.4776,825.1500000000001,2,S JOAO DO CABRITO
1409,41630705,-12.9348565,-38.3664521,1177.62,1,ITAPUA
1410,41925570,-12.9777334,-38.501648,1347.17,2,STA CRUZ
1411,41205080,-12.9777334,-38.501648,7547.24,10,TANCREDO NEVES
1412,41343180,-12.9777334,-38.501648,10196.869999999999,2,BOCA DA MATA
1413,40444770,-12.9777334,-38.501648,79673.70999999999,11,ROMA
1414,41100170,-12.9777334,-38.501648,144013.21,50,PERNAMBUES
1415,40717210,-12.9777334,-38.501648,637.75,2,PLATAFORMA
1416,40810720,-12.9777334,-38.501648,4643.77,7,PARIPE
